,fdc_id,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel
1463364,2091438,"Tyson Foods, Inc.",TYSON,DAY STARTS,23700039064,"BREADED CHICKEN BREAST FILLETS (FULLY COOKED): BONELESS, SKINLESS PORTIONED CHICKEN BREAST FILLETS WITH RIB MEAT, WATER, WHEAT FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: AUTOLYZED YEAST EXTRACT, BROWN SUGAR, CHICKEN FAT, CITRIC ACID, DISODIUM INOSINATE & DISODIUM GUANYLATE, DRIED CHICKEN, DRIED CHICKEN BROTH, DRIED GARLIC, DRIED ONION, DRIED YEAST, FLAVORING, MALTODEXTRIN, PAPRIKA EXTRACT, RICE STARCH, SALT, SODIUM PHOSPHATES, SPICES, SUGAR. BREADING SET IN VEGETABLE OIL. BISCUIT: ENRICHED BLEACHED WHEAT FLOUR (BLEACHED WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID, WATER, PALM OIL, LEAVENINGS (SODIUM BICARBONATE, SODIUM ACID PYROPHOSPHATE, SODIUM ALUMINUM PHOSPHATE, ALUMINUM SULFATE, MONOCALCIUM PHOSPHATE), CONTAINS 2% OR LESS OF THE FOLLOWING: BUTTERMILK, NONFAT MILK, SUGAR, SALT, PRESERVATIVES (SORBIC ACID, SODIUM PROPIONATE, POTASSIUM SORBATE), SODIUM CASEINATE, DOUGH CONDITIONERS (DIACETYL TARTARIC ACID ESTERS OF MONO-DIGLYCERIDES {DATEM}, SODIUM STEAROYL LACTYLATE, ENZYMES), CORN STARCH, CORN SYRUP SOLIDS, DEXTROSE, PREGELATINIZED WHEAT STARCH, SOYBEAN OIL, OAT FIBER, MONOGLYCERIDES, ARTIFICIAL FLAVOR, GUAR GUM, SODIUM ALGINATE, YEAST, XANTHAN GUM.",,130.0,g,,"Frozen Breakfast Sandwiches, Biscuits & Meals",LI,13.5 oz/382 g,2018-04-30,2021-10-28,United States,,,
1463599,2091673,"Tyson Foods, Inc.",TYSON,CREATE A MEAL,23700039620,"BONELESS, SKINLESS CHICKEN BREAST MEAT WITH RIB MEAT, WHEAT FLOUR WATER, BLEACHED WHEAT FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: DEXTROSE, EXTRACTIVES OF PAPRIKA AND ANNATTO, MODIFIED CORN STARCH, SALT, SODIUM PHOSPHATES, SOYBEAN OIL, XANTHAN GUM, BREADING SET IN VEGETABLE OIL.",,75.0,g,,Frozen Dinners & Entrees,LI,12 oz/340 g,2017-07-14,2021-10-28,United States,,,
1463600,2091674,"Tyson Foods, Inc.",TYSON,,23700039613,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: CHICKEN FLAVOR, DEXTROSE, FLAVORS, GARLIC POWDER, MALTODEXTRIN, MOLASSES, NATURAL FLAVOR, ONION POWDER, SALT, SPICE, RICE STARCH, SUGAR.",,84.0,g,,"Frozen Poultry, Chicken & Turkey",LI,12 oz/340 g,2017-09-06,2021-10-28,United States,,,
1463601,2091675,"Tyson Foods, Inc.",TYSON,DAY STARTS,23700039866,"PORK, WATER, DEXTROSE, CONTAINS 2% OR LESS OF THE FOLLOWING: CARAMEL COLOR, CORN SYRUP, CORN SYRUP SOLIDS, GUM ARABIC, MALTODEXTRIN, MAPLE BARK EXTRACTIVES, MOLASSES, NATURAL FLAVORS, SALT, SPICES, SUGAR, SULFITES, VERMONT MEDIUM MAPLES SYRUP.",NOT A SIGNIFICANT SOURCE OF DIETARY FIBER.,45.0,g,,"Frozen Sausages, Hotdogs & Brats",LI,9.6 oz/272.16 g,2021-01-16,2021-10-28,United States,,,
1463602,2091676,"Tyson Foods, Inc.",TYSON,CREATE A MEAL!,23700040053,"BEEF, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BEEF FAT, CARAMELIZED SUGAR, CORN STARCH, DEHYDRATED PARSLEY, GARLIC POWDER, MALTODEXTRIN, NATURAL FLAVORS, NATURAL SMOKE FLAVOR, ONION POWDER, RICE STARCH, SALT, SPICE, SUGAR, XANTHAN GUM, YEAST EXTRACT.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,12 oz/340 g,2018-03-05,2021-10-28,United States,,,
1464011,2092085,"Tyson Foods, Inc.",NATURERAISED FARMS,,23700042491,"BONELESS SKINLESS CHICKEN BREAST WITH RIB MEAT, RICE FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: CORN STARCH, DRIED GARLIC, DRIED ONION, EXTRACTIVE OF PAPRIKA, NATURAL SEA SALT, OIL OF GARLIC, ROSEMARY EXTRACT, SALT, SPICES, TORULA YEAST, WHITE PEPPER, XANTHAN GUM, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Patties and Burgers,LI,12 oz/340.20 g,2020-04-15,2021-10-28,United States,,,
1464014,2092088,"Tyson Foods, Inc.",TYSON,ANY'TIZERS,23700685087,"CHICKEN WING SECTIONS, WATER, HOT SAUCE (FRESH RED RIPE PEPPERS, DISTILLED VINEGAR, SALT), CONTAINS 2% OR LESS OF THE FOLLOWING: CHILI PEPPER, GARLIC POWDER, GUAR GUM, MODIFIED FOOD STARCH, SALT, SODIUM PHOSPHATES, SOYBEAN OIL, WHEAT FLOUR, XANTHAN GUM. BLANCHED IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,40 OZ/2.5 LB/1.13 kg,2021-05-20,2021-10-28,United States,,,
1464078,2092152,"Tyson Foods, Inc.",TYSON,,23700038326,"CHICKEN BREAST WITH RIB MEAT, WATER, CONTAINS 2% OR LESS OF: VINEGAR, MODIFIED FOOD STARCH, SALT, CARRAGEENAN, MALTODEXTRIN, SODIUM PHOSPHATES, ONION POWDER, YEAST EXTRACT, GARLIC POWDER, DRIED CHICKEN SKIN, DRIED CHICKEN, CHICKEN BROTH, SPICES EXTRACTIVES.",,28.0,g,,"Pepperoni, Salami & Cold Cuts",LI,14 oz/396.9 g,2017-07-14,2021-10-28,United States,,,
1464079,2092153,"Tyson Foods, Inc.",TYSON,,23700038456,"CURED WITH: WATER, SALT, CONTAINS 2% OR LESS OF VINEGAR, DEXTROSE, MODIFIED FOOD STARCH, SODIUM PHOSPHATES, SODIUM ERYTHORBATE, SODIUM NITRITE.",,28.0,g,,"Pepperoni, Salami & Cold Cuts",LI,14 oz/396.9 g,2017-07-14,2021-10-28,United States,,,
1464172,2092246,"Tyson Foods, Inc.",TYSON,,23700598066,CENTER CUT BACON,,15.0,g,,"Bacon, Sausages & Ribs",LI,12 oz/0.75 lbs/340 g,2018-07-05,2021-10-28,United States,,,
1464213,2092287,"Tyson Foods, Inc.",TYSON,NATURALS,23700043849,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, YELLOW CORN FLOUR, RICE FLOUR, BROWN RICE FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: CORN STARCH, COCO POWDER, DRIED GARLIC, DRIED ONION, EXTRACTIVES OF PAPRIKA, RICE STARCH, SALT, SEA SALT, SOYBEAN OIL, SPICES, SUGAR, TAPIOCA STARCH, YEAST EXTRACT. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,16 oz/1 lbs/453 g,2017-07-14,2021-10-28,United States,,,
1464215,2092289,"Tyson Foods, Inc.",TYSON,,23700033833,"CHICKEN BREAST WITH RIB MEAT, WATER, WHEAT FLOUR, YELLOW CORN FLOUR, RICE FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: CORN STARCH, CREAM OF TARTAR, EXPELLER PRESSED CANOLA OIL, GARLIC POWDER, MALTODEXTRIN, NATURAL FLAVOR, ONION POWDER, SALT, SEA SALT, SODIUM BICARBONATE, SPICES, SUGAR, XANTHAN GUM, YEAST.",,80.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,19.5 oz/1.21 lbs/552 g,2017-07-14,2021-10-28,United States,,,
1464216,2092290,"Tyson Foods, Inc.",TYSON,,23700036377,"CHICKEN, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, CORN STARCH, DRIED GARLIC, DRIED ONION, DRIED YEAST, NATURAL FLAVOR, PAPRIKA EXTRACT, SALT, SPICES, WHEAT STARCH, WHITE WHOLE WHEAT FLOUR, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,76.0,g,,Frozen Patties and Burgers,LI,59.2 oz/3.7 lbs/1.67 kg,2018-01-24,2021-10-28,United States,,,
1464217,2092291,"Tyson Foods, Inc.",TYSON,,23700029478,"CHICKEN, WATER, SALT AND NATURAL FLAVOR. BREADED WITH: WHEAT FLOUR, WATER, WHEAT STARCH, WHITE WHOLE WHEAT FLOUR, SALT, YELLOW CORN FLOUR, CORN STARCH, DRIED ONION, DRIED GARLIC, DRIED YEAST, BROWN SUGAR, EXTRACTIVES OF PAPRIKA AND SPICES. BREADING SET IN VEGETABLE OIL.",,76.0,g,,Frozen Patties and Burgers,LI,40 oz/2.5 lbs/1.13 kg,2018-01-31,2021-10-28,United States,,,
1464222,2092296,"Tyson Foods, Inc.",TYSON,,23700021786,"CHICKEN BREAST WITH RIB MEAT, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, CORN STARCH, DEXTROSE, DRIED GARLIC, DRIED ONION, DRIED YEAST, EXTRACTIVES OF PAPRIKA, NATURAL FLAVOR, SALT, SPICES, WHEAT STARCH, WHITE WHOLE WHEAT FLOUR, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,88.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,5 lbs/80 oz/2.26 kg,2018-01-20,2021-10-28,United States,,,
1464223,2092297,"Tyson Foods, Inc.",TYSON,,23700014542,"CHICKEN, WATER, SALT AND NATURAL FLAVOR. BREADED WITH: WHEAT FLOUR, WATER, WHEAT STARCH, WHITE WHOLE WHEAT FLOUR, SALT, YELLOW CORN FLOUR, CORN STARCH, DRIED ONION, DRIED GARLIC, DRIED YEAST, BROWN SUGAR, EXTRACTIVES OF PAPRIKA AND SPICES. BREADING SET IN VEGETABLE OIL.",,76.0,g,,Frozen Patties and Burgers,LI,26.22 oz/1.63 lbs/743 g,2017-07-14,2021-10-28,United States,,,
1464227,2092301,"Tyson Foods, Inc.",TYSON,NATURALS,23700043818,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, WHOLE WHEAT FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: DRIED GARLIC, DRIED ONION, SALT, SEA SALT, SOYBEAN OIL, SPICE, SUGAR, TORULA YEAST, TURMERIC, YEAST, YEAST EXTRACT. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,20 oz/1.25 lbs/566 g,2017-07-14,2021-10-28,United States,,,
1464229,2092303,"Tyson Foods, Inc.",TYSON,,23700040077,"BONELESS, SKINLESS CHICKEN BREASTS WITH RIB MEAT, WATER, WHEAT FLOUR, YELLOW CORN FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: CARROT POWDER, CHICKEN STOCK, CORN STARCH, DRIED GARLIC, DRIED ONION, DRIED YEAST, EXTRACTIVES OF TURMERIC, FLAVORS, GARLIC POWDER, MALTODEXTRIN, PAPRIKA EXTRACT, PAPRIKA OLEORESIN, RICE FLOUR, SALT, SPICE, SUGAR, TORULA YEAST, VEGETABLE STOCK (CARROT, ONION, CELERY), XANTHAN GUM. BREADING SET IN VEGETABLE OIL.",,112.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,36 oz/2.25 lbs/1.02 kg,2018-01-31,2021-10-28,United States,,,
1464278,2092352,"Tyson Foods, Inc.",TYSON,,23700043832,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, WHEAT FLOUR, RICE STARCH, WHOLE GRAIN FLOUR BLEND (AMARANTH, QUINOA, MILLET, SORGHUM, TEFF), QUINOA, CONTAINS 2% OR LESS OF THE FOLLOWING: BAKING SODA, CREAM OF TARTAR, DRIED GARLIC, DRIED ONION, EXPELLER PRESSED CANOLA OIL, EXTRACTIVES OF PAPRIKA, SALT, SEA SALT, SOYBEAN OIL, SPICE, SUGAR, WHEAT GLUTEN, WHOLE AMARANTH, YEAST EXTRACT. BREADING SET IN VEGETABLE OIL.",,111.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,19 oz/1.18 lbs/538 g,2017-07-17,2021-10-28,United States,,,
1464280,2092354,"Tyson Foods, Inc.",TYSON,,23700062789,"CHICKEN, WATER, SALT AND NATURAL FLAVOR, BREADED WITH: WHEAT FLOUR, WATER, WHEAT STARCH, WHITE WHOLE WHEAT FLOUR, SLAT, YELLOW CORN FLOUR, CORN STARCH, DRIED ONION, DRIED GARLIC, DRIED YEAST, BROWN SUGAR, EXTRACTIVES OF PAPRIKA, AND SPICES, BREADING SALT IN VEGETABLE OIL.",,76.0,g,,Frozen Patties and Burgers,LI,48 oz/3 lbs/1.36 kg,2018-01-29,2021-10-28,United States,,,
1464281,2092355,"Tyson Foods, Inc.",TYSON,,23700043856,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, YELLOW CORN FLOUR, RICE FLOUR, BROWN RICE FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: COCOA POWDER, CORN STARCH, DRIED GARLIC, DRIED ONION, EXTRACTIVES OF PAPRIKA, NATURAL FLAVOR, SALT, SEA SALT, SOYBEAN OIL, SPICES, SUGAR, YEAST EXTRACT, BEADING SET IN VEGETABLE OIL.",,79.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,20 oz/1.25 lbs/566 g,2017-07-14,2021-10-28,United States,,,
1464286,2092360,"Tyson Foods, Inc.",TYSON,,23700032560,"CHICKEN, WATER, SALT, AND NATURAL FLAVOR. BREADED WITH: WHEAT FLOUR, WATER, WHEAT STARCH, WHITE WHOLE WHEAT FLOUR, SALT, CONTAINS 2% OR LESS OF THE FOLLOWING: YELLOW CORN FLOUR, CORN STARCH, DRIED ONION, DRIED GARLIC, DRIED YEAST, BROWN SUGAR, EXTRACTIVES OF PAPRIKA, AND SPICES, BREADING SET IN VEGETABLE OIL.",,90.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,22 oz/1.37 lbs/623 g,2017-07-14,2021-10-28,United States,,,
1464293,2092367,"Tyson Foods, Inc.",TYSON,,23700035585,"CHICKEN BREAST WITH RIB MEAT, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: DEXTROSE, DRIED YEAST, EXTRACTIVES OF PAPRIKA, GARLIC POWDER, NATURAL FLAVOR, NATURAL SEA SALT, ONION POWDER, SALT, SOYBEAN OIL, SPICES, SUGAR, TORULA YEAST, WHEAT GLUTEN AND YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,85.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,5 lbs/80 oz/2.26 kg,2018-01-20,2021-10-28,United States,,,
1464294,2092368,"Tyson Foods, Inc.",TYSON,,23700035486,"PORK, WATER, SEA SALT, SPICES, DEXTROSE, SUGAR, NATURAL FLAVOR.",,50.0,g,,"Frozen Bacon, Sausages & Ribs",LI,64 oz/4 lbs/1.81 kg,2018-01-24,2021-10-28,United States,,,
1464297,2092371,"Tyson Foods, Inc.",TYSON,,23700021939,"BONELESS CHICKEN BREAST WITH RIB MEAT, WATER, BLEACHED WHEAT FLOUR, SUGAR, YELLOW CORN FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: HONEY POWDER (HONEY, HIGH FRUCTOSE CORN SYRUP, WHEAT STARCH, CORN SYRUP), LEAVENING (SODIUM BICARBONATE, SODIUM ACID PYROPHOSPHATE, SODIUM ALUMINUM PHOSPHATE), MODIFIED CELLULOSE, MODIFIED FOOD STARCH, RICE FLOUR, SALT, SODIUM PHOSPHATES. FRIED IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,13.24 oz/375 g,2018-01-06,2021-10-28,United States,,,
1464301,2092375,"Tyson Foods, Inc.",TYSON,,23700013545,"PORK, WATER**, SALT, SPICES, SUGAR, NATURAL FLAVOR.",,50.0,g,,Frozen Patties and Burgers,LI,64 oz/4 lbs/1.81 kg,2018-01-24,2021-10-28,United States,,,
1464304,2092378,"Tyson Foods, Inc.",TYSON,,23700042859,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, CORN STARCH, DRIED GARLIC, EXTRACTIVES OF PAPRIKA, GARLIC POWDER, RICE STARCH, SALT, SPICES, SPICE EXTRACTS. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,56 oz/3.5 lbs/1.58 kg,2018-01-25,2021-10-28,United States,,,
1464307,2092381,"Tyson Foods, Inc.",TYSON,,23700015235,"CHICKEN, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: DEXTROSE, DRIED YEAST, EXTRACTIVES OF PAPRIKA, GARLIC POWDER, LACTIC ACID, MALTODEXTRIN, NATURAL FLAVORS, ONION POWDER, RED CHILI PEPPERS, SALT, SPICE, SPICE EXTRACTIVES, XANTHAN GUM, YEAST EXTRACT, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,76.0,g,,Frozen Dinners & Entrees,LI,26.22 oz/1.63 lbs/743 g,2017-07-14,2021-10-28,United States,,,
1464308,2092382,"Tyson Foods, Inc.",TYSON,,23700059673,"CHICKEN: CHUNK WHITE CHICKEN, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: CHICKEN BROTH, FLAVORINGS, MODIFIED FOOD STARCH, SALT, SODIUM PHOSPHATES. WHEAT CRACKER: ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, VITAMIN B1 [THIAMIN MONONITRATE], VITAMIN B2 [RIBOFLAVIN], FOLIC ACID), WHOLE WHEAT FLOUR, CANOLA OIL WITH TBHQ FOR FRESHNESS, SUGAR, CONTAINS 2% OR LESS OF THE FOLLOWING: CARAMEL COLOR, CORN SYRUP, LEAVENING (BAKING SODA, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE), MALT EXTRACT, ONION, SALT, SOY LECITHIN, WHEY. MAYONNAISE: SOYBEAN OIL, WHOLE EGG, DISTILLED VINEGAR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: CALCIUM DISODIUM EDTA (ADDED TO PROTECT FLAVOR), EGG YOLKS, LEMON JUICE CONCENTRATE, NATURAL FLAVORS, SALT, SUGAR. RELISH: PICKLES (CUCUMBERS, WATER, SALT, VINEGAR), HIGH FRUCTOSE CORN SYRUP, CABBAGE, CORN SYRUP, DISTILLED WHITE VINEGAR, SALT, DEXTROSE, NATURAL FLAVORING, SODIUM BENZOATE AND POTASSIUM SORBATE AS PRESERVATIVES, XANTHAN GUM, ALUM, LOCUST BEAN AND GUAR GUMS, DEHYDRATED RED BELL PEPPERS, TURMERIC OLEORESIN, FD&C YELLOW NO. 5 AND BLUE NO. 1, POLYSORBATE 80.",,111.0,g,,Lunch Snacks & Combinations,LI,4.56 oz/129.27 g,2017-07-14,2021-10-28,United States,,,
1464311,2092385,"Tyson Foods, Inc.",TYSON,,23700525437,"INGREDIENTS: BONELESS, SKINLESS CHICKEN THIGHS, TERIYAKI GLAZE [WATER, SOY SAUCE (WATER, SOYBEANS, WHEAT, SALT, SODIUM BENZOATE), SUGAR, MODIFIED CORN STARCH, DISTILLED VINEGAR, HIGH FRUCTOSE CORN SYRUP, PINEAPPLE JUICE CONCENTRATE, MODIFIED TAPIOCA STARCH, FLAVOR ENHANCER (WATER, FLAVOR, MALTODEXTRIN, SALT), SOYBEAN OIL, GARLIC POWDER, SODIUM BENZOATE (ADDED AS A PRESERVATIVE), XANTHAN GUM, SPICE, LIQUID SUCROSE, ARTIFICIAL FLAVOR (ETHYL ALCOHOL, WATER, ARTIFICIAL FLAVORS)], TERIYAKI SAUCE [SOY SAUCE (WATER, SOYBEANS, WHEAT, SALT, SODIUM BENZOATE), SUGAR, WATER, DISTILLED VINEGAR, PINEAPPLE JUICE CONCENTRATE, XANTHAN GUM, GARLIC POWDER, SODIUM BENZOATE ADDED AS A PRESERVATIVE, SPICE, ARTIFICIAL FLAVOR], WATER, SEASONING [CORN SYRUP SOLIDS, BROWN SUGAR, SALT, DEXTROSE, VINEGAR POWDER (MALTODEXTRIN, MODIFIED CORN STARCH, DRIED VINEGAR), GARLIC POWDER, ONION POWDER, CHICKEN TYPE FLAVOR (HYDROLYZED CORN GLUTEN, AUTOLYZED YEAST EXTRACT, THIAMINE HYDROCHLORIDE, DISODIUM INOSINATE, DISODIUM GUANYLATE)], SUGAR, MODIFIED CORN STARCH, SODIUM PHOSPHATES, SOY PROTEIN CONCENTRATE.",,84.0,g,,"Frozen Poultry, Chicken & Turkey",LI,56 oz/3.5 lbs/1.58 kg,2020-07-23,2021-10-28,United States,,,
1464314,2092388,"Tyson Foods, Inc.",TYSON,,23700005915,"CHICKEN, WATER, WHEAT FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, CORN STARCH, DRIED GARLIC, DRIED ONION, DRIED YEAST, EXTRACTIVES OF PAPRIKA, NATURAL FLAVOR, SALT, SPICES, WHEAT STARCH, WHITE WHOLE WHEAT FLOUR, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,76.0,g,,Frozen Patties and Burgers,LI,10.72 oz/303 g,2017-07-14,2021-10-28,United States,,,
1464342,2092416,"Tyson Foods, Inc.",TYSON,,23700043368,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: CHICKEN STOCK, DEXTROSE, DISODIUM GUANYLATE, DISODIUM INOSINATE, FLAVORS, GARLIC POWDER, MALTODEXTRIN, MODIFIED POTATO STARCH, MOLASSES, ONION POWDER, PAPRIKA (COLOR), SALT, SODIUM PHOSPHATES, SPICE, SUGAR, YEAST EXTRACT.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,48 oz/3 lbs/1.36 kg,2018-01-29,2021-10-28,United States,,,
1464343,2092417,"Tyson Foods, Inc.",TYSON,NATURALS,23700043825,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BAKING SODA, CORN STARCH, CREAM OF TARTAR, EXPELLER PRESSED CANOLA OIL, EXTRACTIVES OF PAPRIKA AND TURMERIC, GARLIC POWDER, NATURAL FLAVORS, ONION POWDER, PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES), RICE FLOUR, RICE STARCH, SALT, SEA SALT, SPICES, SUGAR, TAPIOCA STARCH, YEAST, YEAST EXTRACT, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,20 oz/1.25 lbs/566 g,2017-07-14,2021-10-28,United States,,,
1464365,2092439,"Tyson Foods, Inc.",TYSON,,23700042538,"BONELESS, SKINLESS CHICKEN BREASTS WITH RIB MEAT, WATER, WHEAT FLOUR, AGED CAYENNE RED PEPPERS, VINEGAR, BLEACHED WHEAT FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: BUTTER (CREAM, SALT), CHILI PEPPER, DEXTROSE, EGG SOLIDS, EXTRACTIVES OF ANNATTO, EXTRACTIVES OF PAPRIKA, EXTRACTIVES OF TURMERIC, GARLIC, GARLIC POWDER, GUAR GUM, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM ALUMINUM PHOSPHATE, SODIUM BICARBONATE), MALTODEXTRIN, MODIFIED CORN STARCH, NATURAL FLAVOR, NONFAT MILK, ONION POWDER, SALT, SODIUM ALGINATE, SODIUM PHOSPHATES, SOY FLOUR, SPICES, SUGAR, WHEY, XANTHAN GUM, YEAST CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2018-01-25,2021-10-28,United States,,,
1464384,2092458,"Tyson Foods, Inc.",TYSON,,23700043924,"GROUND CHICKEN BREAST WITH RIB MEAT WATER, SEASONING (SALT, CHICKEN FLAVOR [CHICKEN BROTH, SALT, FLAVOR, CHICKEN FAT], DRIED ONION, YEAST EXTRACT, SUGAR, DRIED GARLIC, NATURAL FLAVOR), SALT, NATURAL FLAVOR, BREADED WITH: WHOLE WHEAT FLOUR, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SALT, SUGAR, YELLOW CORN FLOUR, SOYBEAN OIL, DRIED GARLIC, DRIED ONION, TORULA YEAST, YEAST, WHEAT GLUTEN, PAPRIKA OLEORESIN. BREADING SET IN VEGETABLE OIL.",,76.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,5 lbs/80 oz/2.26 kg,2019-01-03,2021-10-28,United States,,,
1464394,2092468,"Tyson Foods, Inc.",TYSON,,23700101686,"PORK, WATER, SEA SALT, SPICES, DEXTROSE, SUGAR, NATURAL FLAVOR.",,50.0,g,,"Frozen Bacon, Sausages & Ribs",LI,64 oz/4 lbs/1.81 kg,2018-01-24,2021-10-28,United States,,,
1464397,2092471,"Tyson Foods, Inc.",TYSON,,23700033673,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, RICE FLOUR, CONTAINS 2% OR LESS THAN THE FOLLOWING: ANNATTO EXTRACT, CHICKEN FAT, CORN STARCH, DRIED CHICKEN BROTH, DRIED GARLIC, DRIED ONION, GARLIC POWDER, NATURAL FLAVOR, ONION POWDER, PAPRIKA EXTRACT, SALT, SOYBEAN OIL, SPICES, SUGAR, TORULA YEAST, XANTHAN GUM, YELLOW CORN FLOUR.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,14 oz/396 g,2020-04-08,2021-10-28,United States,,,
1464399,2092473,"Tyson Foods, Inc.",TYSON,,23700030498,"CHICKEN BREAST TENDERLOINS ENHANCED WITH UP TO 8% OF SEASONED CHICKEN BROTH. SEASONED CHICKEN BROTH INGREDIENTS: CHICKEN BROTH, SALT, AND FLAVORINGS. BREADED WITH: WHEAT FLOUR, WATER, VITAL WHEAT GLUTEN, SALT, YELLOW CORN FLOUR, DRIED EGG WHITES, CORN STARCH, DEXTROSE, SOYBEAN OIL, SUGAR, DRIED YEAST, DRIED ONION, DRIED GARLIC, SPICE, NATURAL FLAVOR, PAPRIKA EXTRACT. BREADING SET IN VEGETABLE OIL.",,112.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,80 oz/5 lbs/2.26 kg,2021-04-15,2021-10-28,United States,,,
1464415,2092489,"Tyson Foods, Inc.",TYSON,NATURALS,23700043795,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, CHICKEN BROTH, CONTAINS 2% OR LESS OF THE FOLLOWING: BLACK PEPPER, CARAMELIZED SUGAR, CORN STARCH, GARLIC POWDER, CHICKEN FLAVOR, NATURAL FLAVOR, ONION POWDER, SALT, SUGAR.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,18 oz/1.125 lbs/510 g,2017-07-14,2021-10-28,United States,,,
